annotation_id,username,source_emotion,queried_emotion,task_type,file_name,rating,reaction_time_ms,sample_time_ms,created_at
04e79958-3d64-4323-bd77-294d4890c9eb,user_1,Contemplation,Contemplation,affirmative,EN_utXCkiH2a2c_W000369_speaker_reference.mp3,strongly_present,7382,19740,2026-04-15 22:48:18
f80cb433-b17c-4b3e-99cd-d28651505490,user_1,Sadness,Sadness,affirmative,EN_B00025_S06526_W000000.mp3,strongly_present,2141,10544,2026-04-15 22:48:08
c6d90b3b-0bfc-4a70-a252-ea7c37d803e1,user_1,Disgust,Disgust,affirmative,EN_B00007_S03881_W000082_emotion_reference.mp3,strongly_present,3507,5128,2026-04-15 22:48:06
5c4335e7-de9c-40d1-a78b-1d13c4ee93a4,user_1,Sexual_Lust,Sexual_Lust,affirmative,EN_1ZANnXqlZq8_W000069.mp3,not_present,2235,22908,2026-04-15 22:48:01
698c5df1-6dd2-417a-b590-259cc26cdd94,user_1,Confusion,Confusion,affirmative,EN_ij-XeIH5icu_W000101.mp3,weakly_present,58484,16775,2026-04-15 22:47:59
d26f8334-aecf-4868-904f-6868884ae1cf,user_1,Emotional_Numbness,Emotional_Numbness,affirmative,EN_evqYjDXiHXE_W000014.mp3,not_present,1373,19542,2026-04-15 22:45:58
f712ae0c-9373-4972-a923-81554f602bac,user_1,Affection,Affection,affirmative,EN_B00031_S07330_W000026.mp3,strongly_present,1883,5653,2026-04-15 22:45:56
23368b76-535d-42ca-bab9-8ba38a0d5429,user_1,Intoxication_Altered_States_of_Consciousness,Intoxication_Altered_States_of_Consciousness,affirmative,EN_mDDdpRTJLb0_W000078.mp3,strongly_present,2444,5704,2026-04-15 22:45:54
4ff208e2-490b-45b5-91bd-7991c0c149ed,user_1,Malevolence_Malice,Malevolence_Malice,affirmative,EN_B00015_S07318_W000005.mp3,strongly_present,1029,17181,2026-04-15 22:45:51
d48e372d-4fc2-423d-b2f6-9d3e56807d18,user_1,Contentment,Contentment,affirmative,EN_B00042_S01182_W000082.mp3,strongly_present,1051,17640,2026-04-15 22:45:50
675ece1c-0aea-420b-81de-05259898939c,user_1,Infatuation,Infatuation,affirmative,EN_yUXeMZTJYJ8_W000002_emotion_reference.mp3,strongly_present,1136,3820,2026-04-15 22:45:49
61841c15-e310-4874-ab58-86cc4c2bb9c5,user_1,Pain,Pain,affirmative,EN_B00008_S00807_W000730_emotion_reference.mp3,strongly_present,2317,6248,2026-04-15 22:45:47
693bf896-d984-44d6-a70e-b00ca51cf865,user_1,Fear,Fear,affirmative,EN_B00002_S00744_W000005_speaker_reference.mp3,not_present,2479,19644,2026-04-15 22:43:44
a41a3eb5-2e66-487f-bab4-29371af9b75b,user_1,Pleasure_Ecstasy,Pleasure_Ecstasy,affirmative,EN_fDxT4J_zDYy_W000019.mp3,strongly_present,2779,12796,2026-04-15 22:43:41
d9df7e89-dfdb-4d03-8d97-24ad5bc35ec1,user_1,Longing,Longing,affirmative,EN_B00032_S08123_W000011.mp3,weakly_present,4730,18300,2026-04-15 22:43:38
6ba82be6-92df-43b8-ab34-0062a0e705a6,user_1,Doubt,Doubt,affirmative,EN_B00043_S02151_W000255_emotion_reference.mp3,strongly_present,1643,12767,2026-04-15 22:43:32
2e63c274-8382-46cf-aa55-8e816342cf5a,user_1,Astonishment_Surprise,Astonishment_Surprise,affirmative,EN_B00035_S03711_W000004_emotion_reference.mp3,strongly_present,32564,6061,2026-04-15 22:43:30
50bb339a-35bb-44d6-97de-2e2ce645a7eb,user_1,Contempt,Contempt,affirmative,EN_B00014_S03854_W000041.mp3,strongly_present,3724,8795,2026-04-15 22:42:57
4555f936-cdbb-40d4-b98a-43dc6a3959d5,user_1,Shame,Shame,affirmative,EN_aiLKMXIVO7U_W000009_emotion_reference.mp3,strongly_present,1967,21663,2026-04-15 22:42:53
55ed48c0-1717-43d8-8f3c-e60f7eaaf7fb,user_1,Thankfulness_Gratitude,Thankfulness_Gratitude,affirmative,EN_B00079_S06964_W000009.mp3,strongly_present,1746,12604,2026-04-15 22:42:51
2dc84b6e-516a-4375-b199-689dfc596061,user_1,Relief,Relief,affirmative,EN_B00025_S03472_W000090.mp3,strongly_present,9800,4228,2026-04-15 22:42:49
05f970f6-855f-4ac4-9959-a36c9aa9e466,user_1,Contentment,Contentment,affirmative,EN_-LnDGFmXX0k_W000083_emotion_reference.mp3,strongly_present,2974,25892,2026-04-15 22:42:39
54cc0ed9-b181-4dba-b38f-989efcc829cd,user_1,Relief,Relief,affirmative,EN_B00029_S06511_W000307_emotion_reference.mp3,strongly_present,3848,4482,2026-04-15 22:42:35
ccf90441-6365-4366-9fc8-2e66c5ad1107,user_1,Fear,Fear,affirmative,EN_B00014_S08540_W000146.mp3,strongly_present,2036,25994,2026-04-15 22:42:31
64fbb72b-56ca-470d-acbe-b37d1a34f66a,user_1,Distress,Distress,affirmative,EN_Ayn1ec_dEKE_W000026_emotion_reference.mp3,strongly_present,9131,8862,2026-04-15 22:42:28
9c23f713-0df1-4c58-ba7d-c4965f9b5f3d,user_1,Longing,Longing,affirmative,EN_B00089_S01270_W000000.mp3,strongly_present,4143,14492,2026-04-15 22:42:19
2579cdf4-ea74-43ab-af2c-d293ae43237e,user_1,Awe,Awe,affirmative,EN_FOaONW8e0Jc_W000187.mp3,strongly_present,18003,24329,2026-04-15 22:42:15
d85f7089-57b4-4f8c-993f-d153af587365,user_1,Contempt,Contempt,affirmative,EN_m-u_WnQMoK8_W000029_emotion_reference.mp3,strongly_present,1394,8183,2026-04-15 22:41:56
d41d33a0-a2f5-45c9-8910-7746b20d829a,user_1,Contentment,Contentment,affirmative,EN_SFygFmxgLhI_W000004.mp3,not_present,1733,26469,2026-04-15 22:41:55
b15ea2d0-073c-4496-a0ea-b6835a12aac9,user_1,Amusement,Amusement,affirmative,EN_B00008_S04698_W000017.mp3,strongly_present,1075,6537,2026-04-15 22:41:53
1f61f37e-ca45-48ef-8c48-78e87660dbe6,user_1,Distress,Distress,affirmative,EN_B00026_S06405_W000079.mp3,strongly_present,2027,12088,2026-04-15 22:36:05
c7f2f59f-aa7f-412b-9dfe-c9155090fbdb,user_1,Disappointment,Disappointment,affirmative,EN_B00029_S04090_W000016.mp3,strongly_present,1813,29321,2026-04-15 22:36:02
c9b92de0-ca8a-4c0a-a03c-a1a2376ff82a,user_1,Intoxication_Altered_States_of_Consciousness,Intoxication_Altered_States_of_Consciousness,affirmative,EN_B00055_S08364_W000111.mp3,strongly_present,17480,4466,2026-04-15 22:36:00
fa1a7e34-e88b-4da8-b643-014709953beb,user_1,Jealousy___Envy,Jealousy___Envy,affirmative,EN_B00071_S08303_W000006.mp3,weakly_present,2589,8880,2026-04-15 22:35:42
43aa5819-53b2-4b47-9b3d-68d67b1ca758,user_1,Intoxication_Altered_States_of_Consciousness,Intoxication_Altered_States_of_Consciousness,affirmative,EN_v1jm1m45RvM_W000179.mp3,not_present,3885,11325,2026-04-15 22:35:40
988b1261-3217-4735-808b-3e314143c8d7,user_1,Disgust,Disgust,affirmative,EN_k5XWOqv4XbY_W000005.mp3,not_present,3316,8998,2026-04-15 22:35:35
5d051964-2ed1-4bd1-aa47-48f367134484,user_1,Awe,Awe,affirmative,EN_B00026_S01107_W000115.mp3,strongly_present,1640,7063,2026-04-15 22:35:32
fafd5dc2-93f5-4670-bd01-5eb178c779e8,user_1,Sadness,Sadness,affirmative,EN_FllaF3mjG7k_W000387_emotion_reference.mp3,strongly_present,2520,5280,2026-04-15 22:35:30
b31139f8-1756-43a0-86ef-639ee2693c8d,user_1,Impatience_and_Irritability,Impatience_and_Irritability,affirmative,EN_B00000_S03098_W000017.mp3,strongly_present,1714,20138,2026-04-15 22:35:27
4572b8b7-d6ce-4310-a59c-e5a9fb0bfe30,user_1,Infatuation,Infatuation,affirmative,EN_a_5bt-PrrpU_W000215_emotion_reference.mp3,not_present,2442,11562,2026-04-15 22:35:25
de53649d-807b-4930-8272-068a0f5b3156,user_1,Contentment,Contentment,affirmative,EN_rPS-3-J8QtE_W000001_emotion_reference.mp3,not_present,4021,20604,2026-04-15 22:35:23
92d141d2-e40d-4b90-91f2-56df9eddf34e,user_1,Contemplation,Contemplation,affirmative,EN_B00006_S09648_W000002.mp3,strongly_present,8294,13888,2026-04-15 22:35:18
35145a9e-a562-442d-8573-6f4b65591350,user_1,Bitterness,Bitterness,affirmative,EN_B00029_S01471_W000155.mp3,strongly_present,7099,22003,2026-04-15 22:35:10
b3f676bb-121b-4bb5-91c6-cc2044796ffb,user_1,Interest,Interest,affirmative,EN_zefgQILeUv8_W000275_emotion_reference.mp3,strongly_present,3985,18236,2026-04-15 22:35:02
79ec61bb-4626-475e-b1b6-80c8a2e8c734,user_1,Contentment,Contentment,affirmative,EN_geSHQOYq-Z4_W000052.mp3,strongly_present,1666,19506,2026-04-15 22:34:58
00960d2f-08b0-4113-834d-3bc780c0738f,user_1,Sourness,Sourness,affirmative,DE_B00004_S08009_W000005.mp3,not_present,1451,18876,2026-04-15 22:34:56
b23de161-5e8a-4e3c-9590-97009d571a4c,user_1,Fatigue_Exhaustion,Fatigue_Exhaustion,affirmative,EN_CERZVtAvMK8_W000064_emotion_reference.mp3,not_present,1534,15356,2026-04-15 22:34:54
84524837-96c6-4fb2-95c1-bba824384d9f,user_1,Amusement,Amusement,affirmative,EN_B00028_S05414_W000045_emotion_reference.mp3,not_present,2040,5484,2026-04-15 22:34:53
5630d2d3-4475-494a-8c70-6caa001c438c,user_1,Embarrassment,Embarrassment,affirmative,EN_B00006_S08829_W000020.mp3,strongly_present,4442,14941,2026-04-15 22:34:50
5480e2f0-a4a6-4c18-b121-ca3a656aded2,user_1,Distress,Distress,affirmative,EN_gDFJMo3aP-E_W000162_emotion_reference.mp3,strongly_present,1707,4330,2026-04-15 22:34:46
c98b64b6-c5c5-42e1-a10d-9393b80222b2,user_1,Triumph,Triumph,affirmative,EN_B00025_S06095_W000081_emotion_reference.mp3,strongly_present,1506,14669,2026-04-15 22:34:44
388ff535-81ee-4f83-be8b-fda8d3d00857,user_1,Contentment,Contentment,affirmative,EN_B00057_S07987_W000005.mp3,strongly_present,1244,16588,2026-04-15 22:34:42
15575514-059a-44ed-89c0-e16ceaf76f01,user_1,Sadness,Sadness,affirmative,EN_7GB8WqWSmLM_W000016_emotion_reference.mp3,weakly_present,5639,3225,2026-04-15 22:34:40
9444d6de-611c-490e-975f-2797a99412f9,user_1,Sourness,Sourness,affirmative,EN_B00022_S00104_W000203.mp3,not_present,3332,21036,2026-04-15 22:34:34
74b17ee9-2ed4-424d-bcad-a9e5c784c50f,user_1,Malevolence_Malice,Malevolence_Malice,affirmative,EN_yVHjNRIWQ_y_W000036_speaker_reference.mp3,strongly_present,1825,8931,2026-04-15 22:34:31
6eb0667e-175a-43ad-b09f-927bacdbd386,user_1,Bitterness,Bitterness,affirmative,EN_B00012_S02410_W000005_emotion_reference.mp3,not_present,1326,10391,2026-04-15 22:34:29
a671e4ae-5070-4cf8-874b-e12c12f6616b,user_1,Longing,Longing,affirmative,EN_B00001_S01895_W000052.mp3,strongly_present,1989,28896,2026-04-15 22:34:27
583b3a4a-f8db-4c3e-99ed-e8efbfa5a84c,user_1,Elation,Elation,affirmative,EN_DXLsIl6QcyA_W000021_emotion_reference.mp3,not_present,1833,17651,2026-04-15 22:34:25
f11f8e43-4229-4c40-8c4a-1d23cdd9f150,user_1,Disgust,Disgust,affirmative,EN_B00007_S07630_W000034_emotion_reference.mp3,strongly_present,1933,4838,2026-04-15 22:34:23
ee28a295-4cd5-4cab-ae8d-1926b532ad3f,user_1,Elation,Longing,ultimate,EN_B00055_S09791_W000000.mp3,not_present,1867,18132,2026-04-15 22:34:20
18d194e2-897a-4f0e-83fd-4c5e041244bf,user_1,Interest,Interest,affirmative,EN_B00031_S06124_W000002.mp3,weakly_present,2219,19726,2026-04-15 22:34:18
a2e52867-fad3-4f9d-8e4d-20791402e152,user_1,Fatigue_Exhaustion,Fatigue_Exhaustion,affirmative,EN_B00054_S02046_W000003_emotion_reference.mp3,not_present,1914,4466,2026-04-15 22:34:15
